Test Result UID,Sample Name,Sample Type,Test Time,Receival Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,delta-9 CBG-A,delta-9 CBG,CBG-A,CBG,CBC,Moisture Content
3qxqLcXzxs8EoMR3P,Deathstar - LR,Concentrate,2016-01-13,2016-01-12,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.07,0.0,0.0,0.0,0.15,0.0,0.24,0.0,0.06,0.03,0.31,0.21,0.01,0.55,1.01,0.08,0.02,1.04,0.01,0.0,NaN,54.6,NaN,NaN,0.06,0.07,NaN,0.02,NaN,NaN,NaN,2.53,0.39,NaN
3s7mJyMyEKjRniBWW,Jack OG,Concentrate,2017-05-30,2017-05-25,2,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,4.85,0.08,0.09,0.24,0.19,0.51,2.89,2.02,0.22,0.56,0.09,0.0,35.8,10.3,NaN,NaN,0.0,0.0,0.64,0.0,NaN,NaN,11.35,1.31,0.12,NaN
3sXwPLWeNnPsQ4u2s,GMO Full Melt,Concentrate,2016-07-19,2016-07-15,18,NaN,NaN,0.0,0.0,NaN,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.04,0.03,0.34,0.24,0.0,0.56,0.65,0.0,0.05,1.62,0.0,0.0,NaN,62.7,NaN,NaN,0.23,0.19,NaN,0.45,NaN,NaN,NaN,1.44,0.66,NaN
3uFDLuhfk7HhcgP4z,Birthday Cake Kush,Concentrate,2018-01-05,2018-01-05,3,0.0,0.0,NaN,NaN,NaN,0.07,0.07,0.0,0.0,0.21,0.0,0.0,1.61,0.0,0.0,0.42,1.4,0.11,0.0,3.83,0.5,0.0,0.23,0.72,0.0,0.0,NaN,71.45,1.83,0.0,1.06,1.1,0.0,1.23,NaN,NaN,0.0,1.96,0.0,NaN
3vvJ2qQATAMHZFuq6,Daybreaker Live Resin Nug Run,Concentrate,2015-09-09,2015-09-08,13,NaN,NaN,0.0,0.0,NaN,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.14,0.03,0.0,0.37,1.1,0.0,0.0,0.37,0.0,0.0,NaN,63.0,NaN,NaN,0.4,0.1,NaN,0.05,NaN,NaN,NaN,3.39,0.58,NaN
3zHE7R6PLxEXNTFPy,Pineapple Express,Concentrate,NaN,NaN,11,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.67,22.91,0.0,5.38,13.67,0.0,5.54,3.7,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42frAi3PCEqju9sQC,Lemon Banana Cake - LR,Concentrate,2016-11-02,2016-11-01,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.34,0.04,0.08,0.22,0.03,0.24,0.4,0.0,0.0,0.91,0.0,0.0,NaN,76.1,NaN,NaN,0.43,0.27,NaN,0.45,NaN,NaN,NaN,5.96,0.83,NaN
43gPnjkWPhJahz7Ks,LSD - LR,Concentrate,2016-01-27,2016-01-26,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.1,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.07,0.04,0.08,0.41,0.01,0.21,0.32,0.22,0.04,1.52,0.01,0.0,NaN,50.2,NaN,NaN,0.11,0.03,NaN,0.02,NaN,NaN,NaN,2.69,0.03,NaN
44Kc2E92XTByFBQ4f,Sour Gush,Concentrate,2017-02-02,2017-01-31,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.03,0.08,0.37,0.0,0.27,1.08,0.12,0.04,0.76,0.0,0.0,NaN,62.1,NaN,NaN,1.04,0.23,NaN,0.43,NaN,NaN,NaN,4.08,0.53,NaN
45Yi4WQj4YDB39x7Q,Sample 22,Concentrate,NaN,NaN,19,NaN,NaN,0.0,0.0,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.01,0.05,0.34,0.07,0.0,0.67,0.07,0.0,0.03,0.32,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45feZQxCjr9N2gEcQ,Pugs Breath #1 -LRB,Concentrate,2017-07-14,2017-07-14,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.02,0.04,0.15,0.32,0.0,0.35,0.22,0.31,0.02,1.18,0.0,0.0,NaN,1.49,0.01,90.5,0.01,0.01,0.95,0.01,NaN,NaN,4.43,0.37,0.01,NaN
46KXfYJzwYQ8fZELG,Papa Smurf,Concentrate,NaN,NaN,20,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.11,0.06,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46yqiJLHM8B9Lejj8,Strawberrry Banana,Concentrate,2017-03-30,2017-03-28,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.88,0.05,0.18,0.04,0.0,0.43,0.44,0.16,0.0,0.31,0.0,0.0,NaN,56.3,NaN,NaN,0.35,0.18,NaN,0.4,NaN,NaN,NaN,2.95,0.5,NaN
49cC5YqAatkRPrJsE,Durban Poison,Concentrate,2017-02-06,2017-02-03,21,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.06,0.0,1.73,0.04,0.12,0.32,0.14,0.37,0.35,0.32,0.25,0.41,0.11,0.0,NaN,60.86,NaN,NaN,2.69,0.54,NaN,0.69,NaN,NaN,NaN,3.37,0.88,NaN
4AAuWhRfKeEdasS3q,Garlic Cherry HFE 5/13,Concentrate,2017-05-17,2017-05-15,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.05,0.0,0.0,0.0,0.22,0.0,0.52,0.0,0.01,0.14,0.69,0.42,0.0,1.54,1.87,0.05,0.2,1.65,0.0,0.0,39.1,19.3,NaN,NaN,0.0,0.0,0.51,0.0,NaN,NaN,2.87,0.71,0.09,NaN
4GNeXuJbrEWBQsNph,Lemon Punch- LR,Concentrate,2017-08-31,2017-08-31,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.56,0.04,0.0,0.2,0.05,0.29,0.51,0.0,0.05,1.2,0.03,0.0,NaN,1.47,0.01,82.84,0.01,0.01,0.96,0.01,NaN,NaN,6.27,0.4,0.01,NaN
4LZd2DG2688iBAybe,Hustler #3,Concentrate,2017-06-02,2017-06-02,10,0.0,0.0,NaN,NaN,NaN,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.05,0.18,0.12,0.0,0.43,0.2,0.0,0.02,0.73,0.0,0.0,NaN,2.92,0.01,73.82,0.01,0.01,0.53,0.01,NaN,NaN,0.76,0.01,3.19,NaN
4P5P3pK9RaQt6okv2,022618-01 A GMO-SCE,Concentrate,2018-03-30,2018-03-30,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.08,0.06,0.18,0.21,0.0,0.28,0.92,0.0,0.06,1.67,0.04,0.0,NaN,2.73,0.01,89.88,0.01,0.01,0.01,1.75,NaN,NaN,1.22,0.01,0.01,NaN
4QEEC24N2auvx6ZZr,GG4 - LR,Concentrate,2016-09-21,2016-09-20,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.32,0.06,0.54,0.11,0.0,1.19,0.65,0.08,0.06,0.86,0.0,0.0,NaN,67.6,NaN,NaN,0.32,0.0,NaN,0.44,NaN,NaN,NaN,2.01,0.59,NaN
4Sjdjnf4k5CELHc4Q,Lemon Cookies Batter,Concentrate,2017-03-25,2017-03-23,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,2.89,0.07,0.02,0.34,0.09,0.32,0.12,0.9,0.17,0.43,0.03,0.0,NaN,56.8,NaN,NaN,1.41,0.2,NaN,0.35,NaN,NaN,NaN,5.57,0.46,NaN
4T84Tgr6LkBamo3nD,Sunset Sherbert - CR,Concentrate,2016-02-17,2016-02-16,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.45,0.03,0.56,0.34,0.02,1.4,0.46,0.39,0.22,1.81,0.01,0.0,NaN,54.9,NaN,NaN,0.16,0.07,NaN,0.02,NaN,NaN,NaN,1.74,0.25,NaN
4THZExomeT5w4biz9,ASD0131KK,Concentrate,2018-02-06,2018-02-06,12,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.09,0.0,0.0,0.0,0.3,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,NaN,78.84,0.01,0.12,0.45,0.22,0.01,0.01,NaN,NaN,0.01,1.02,1.12,NaN
4XGLFD5tn3cCMsLMx,#4,Concentrate,2017-11-30,2017-11-30,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.08,0.0,0.0,0.0,0.13,0.0,0.59,0.0,0.13,0.14,0.34,0.16,0.02,0.75,0.38,0.06,0.03,0.81,0.0,0.0,NaN,5.09,0.01,76.02,0.01,0.01,0.61,0.01,NaN,NaN,1.57,0.15,0.13,NaN
4Ygvmp9RxvzvArciN,Tahoe OG x Viper City -LR,Concentrate,2017-09-09,2017-09-09,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.06,0.0,0.0,0.0,0.07,0.0,0.18,0.0,0.04,0.08,0.29,0.1,0.0,0.77,0.74,0.02,0.0,0.54,0.0,0.0,NaN,0.76,0.01,83.56,0.01,0.01,0.98,0.01,NaN,NaN,2.01,0.28,0.01,NaN
4Zt2v84hmKZkbNKRa,Distillate - Residual,Concentrate,2016-01-07,2016-01-05,22,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,5.5,NaN,NaN,0.0,12.4,NaN,0.08,NaN,NaN,NaN,0.0,0.0,NaN
4dSAjqf3jL384LbWA,Sample 19,Concentrate,NaN,NaN,19,NaN,NaN,0.0,0.0,NaN,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.03,0.31,0.05,0.0,0.5,0.09,0.0,0.02,0.22,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4dYdD3kfn3ZmFuG4Y,Holy Grail Budder - LRB,Concentrate,2016-08-22,2016-08-20,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.05,0.0,0.13,0.1,0.0,0.16,0.24,0.02,0.05,0.78,0.0,0.0,NaN,69.7,NaN,NaN,0.42,0.25,NaN,0.44,NaN,NaN,NaN,3.39,0.64,NaN
4f5bKDqMzeF2TCbSz,02918-01 Passion Flower,Concentrate,2018-03-16,2018-03-16,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.13,0.16,0.52,0.23,0.07,0.88,6.34,1.92,0.0,2.6,0.06,0.0,NaN,8.41,0.01,55.4,0.01,0.01,1.43,0.01,NaN,NaN,3.38,0.72,0.08,NaN
4msCCSsij9rfgymRm,Sour Diesel,Concentrate,NaN,NaN,11,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.23,0.0,2.53,4.04,13.71,3.03,0.0,24.38,19.77,0.0,3.54,16.86,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4oypfn3epcTPzGdi7,Super Lemon Haze Live Resin,Concentrate,2017-05-30,2017-05-25,2,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,2.06,0.03,0.09,0.26,0.14,0.3,0.49,0.5,0.06,0.41,0.05,0.0,71.7,1.4,NaN,NaN,0.0,0.0,0.37,0.0,NaN,NaN,7.83,0.55,0.0,NaN
4q2HNLNgrWWamHZsX,24K 7 DAYS,Concentrate,2017-09-06,2017-09-06,23,0.0,0.0,NaN,NaN,NaN,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.03,0.07,0.15,0.04,0.0,0.45,0.4,0.02,0.02,0.49,0.0,0.0,NaN,1.62,0.01,87.76,0.01,0.01,0.01,0.01,NaN,NaN,1.77,0.24,0.01,NaN
4qQPxgpqGQB2GJzkq,Grape O.G. - CR,Concentrate,2016-11-24,2016-11-22,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.09,0.48,0.22,0.0,1.08,0.48,0.07,0.02,0.17,0.0,0.0,NaN,64.4,NaN,NaN,0.0,0.23,NaN,0.0,NaN,NaN,NaN,3.23,0.69,NaN
4qWC9bzXhppiA8XbW,Lemon Cookie,Concentrate,2017-02-22,2017-02-21,2,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.07,0.09,0.0,0.0,0.27,0.0,0.0,0.0,0.05,0.0,0.0,NaN,62.2,NaN,NaN,0.26,0.3,NaN,0.48,NaN,NaN,NaN,4.27,0.84,NaN
4sL3smYKCbPxho4Rg,Pineapple Chunk Live Resin,Concentrate,2017-03-15,2017-03-14,2,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.14,0.0,2.05,0.06,0.04,0.06,0.05,0.33,0.45,0.51,0.11,0.28,0.02,0.0,NaN,54.8,NaN,NaN,0.55,0.38,NaN,0.85,NaN,NaN,NaN,6.26,0.67,NaN
4uGTYkTDeT5uck3i2,Con 4,Concentrate,2015-10-21,2015-10-20,24,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,85.6,NaN,NaN,0.3,1.48,NaN,0.73,NaN,NaN,NaN,0.72,0.96,NaN
4vq8w6jEwHhp52iFW,Animal Pie - LR,Concentrate,2017-05-25,2017-05-22,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.04,0.06,0.24,0.0,0.2,1.03,0.17,0.0,0.25,0.0,0.0,83.7,2.5,NaN,NaN,0.0,0.0,0.16,0.0,NaN,NaN,5.72,0.59,0.1,NaN
4wC5wZC6nJ7Na4Tsf,Blue Dream,Concentrate,2018-02-02,2018-02-02,NaN,1.43,1.27,NaN,NaN,NaN,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,1.29,0.13,5.16,0.11,0.22,0.1,0.07,0.08,0.08,3.7,0.07,0.1,NaN,63.58,3.04,0.01,1.13,1.06,0.01,0.01,NaN,NaN,0.01,3.24,0.01,NaN
55EMpJSZzcRt34nfz,CBD Fraction,Concentrate,2016-01-16,2016-01-14,24,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.3,NaN,NaN,0.0,0.0,NaN,78.4,NaN,NaN,NaN,0.0,0.0,NaN
57rdSntDS6rWtvnzi,OG 18 - LRB,Concentrate,2016-02-24,2016-02-23,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.05,0.01,0.17,0.18,0.01,0.37,0.2,0.03,0.09,1.31,0.01,0.0,NaN,60.4,NaN,NaN,0.08,0.02,NaN,0.02,NaN,NaN,NaN,1.0,0.09,NaN
5AwpDjHd4PP4Mk37T,CBD-LV-02,Concentrate,2017-06-06,2017-06-06,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.06,0.01,0.01,0.01,0.01,0.01,98.09,NaN,NaN,0.82,0.01,0.01,NaN
5F4JMtyJgg3oPYTD2,Tangie Goji - LR,Concentrate,2017-04-27,2017-04-25,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.2,0.0,0.08,0.03,0.1,0.34,0.0,0.33,1.65,0.1,0.02,0.62,0.0,0.0,NaN,56.5,NaN,NaN,0.58,0.37,NaN,0.42,NaN,NaN,NaN,3.02,0.43,NaN
5GRxPLgr7s6EKfTS9,CBD Critical Cure,Concentrate,2017-08-10,2017-08-10,2,0.0,0.0,NaN,NaN,NaN,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.39,0.05,0.0,0.33,0.03,0.6,0.56,0.0,0.11,2.41,0.0,0.0,NaN,1.68,0.01,63.42,0.01,0.01,3.81,0.01,NaN,NaN,0.65,0.01,1.03,NaN
5JumpieRRnPzC49ac,GMO-LR,Concentrate,2018-03-07,2018-03-07,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.08,0.08,0.21,0.19,0.05,0.31,0.58,0.0,0.05,1.19,0.04,0.0,NaN,1.13,0.01,80.09,0.01,0.01,0.01,0.01,NaN,NaN,2.78,0.27,0.08,NaN
5M87PFitpLZYeRq27,Cousin Jill - LRB,Concentrate,2016-02-17,2016-02-16,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.02,0.0,0.02,0.0,0.14,0.0,0.21,0.0,0.9,0.09,0.48,0.09,0.1,1.1,0.22,0.03,0.07,0.29,0.08,0.02,NaN,53.6,NaN,NaN,0.13,0.12,NaN,0.02,NaN,NaN,NaN,1.48,0.19,NaN
5MB5vXSZefTsSWMHy,Confidential Cheese - TR,Concentrate,2016-03-02,2016-03-01,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.1,0.02,0.21,0.26,0.02,0.44,0.22,0.03,0.07,0.23,0.02,0.01,NaN,54.8,NaN,NaN,0.17,0.13,NaN,1.21,NaN,NaN,NaN,3.29,0.8,NaN
5PdxjgqZ6LcxEtdi9,Gorilla Glue,Concentrate,2016-12-08,2016-12-07,17,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.11,0.67,0.04,0.0,1.62,0.07,0.0,0.06,0.35,0.0,0.0,NaN,61.6,NaN,NaN,0.27,0.25,NaN,0.47,NaN,NaN,NaN,1.27,0.62,NaN
5QbMPwxipqTfpNor8,Gorilla Glue - TR,Concentrate,2016-11-10,2016-11-08,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.08,0.59,0.09,0.0,1.32,0.34,0.0,0.05,0.64,0.0,0.0,NaN,64.1,NaN,NaN,0.31,0.24,NaN,0.42,NaN,NaN,NaN,2.27,0.77,NaN
5YsXopQoJFgHHwNyQ,GG4 HTSFE,Concentrate,2017-06-19,2017-06-19,2,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.09,0.28,1.27,0.1,0.0,4.1,1.62,0.0,0.2,2.43,0.0,0.0,NaN,6.13,0.01,37.85,0.01,0.01,0.84,0.01,NaN,NaN,7.92,1.1,0.07,NaN
5aMyEx7c3S3SuurWT,O.G. 18 - LRB,Concentrate,2016-11-02,2016-11-01,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.02,0.04,0.09,0.16,0.0,0.23,0.18,0.0,0.0,1.13,0.0,0.0,NaN,73.5,NaN,NaN,0.28,0.27,NaN,0.42,NaN,NaN,NaN,2.76,0.59,NaN
5eSgE3kRknRvxfCwk,Cherry Pie - CRB,Concentrate,2016-01-20,2016-01-19,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.02,0.0,0.01,0.0,0.02,0.0,0.05,0.0,0.39,0.02,0.06,0.16,0.04,0.09,0.12,0.04,0.01,0.23,0.03,0.01,NaN,53.1,NaN,NaN,0.17,0.06,NaN,0.02,NaN,NaN,NaN,2.13,0.16,NaN
5gNbEMNfcurj9oSxx,Blueberry Rosin,Concentrate,2015-09-25,2015-09-25,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.17,0.0,0.01,0.02,0.15,0.04,0.01,0.24,0.52,0.03,0.02,0.16,0.0,0.0,NaN,65.3,NaN,NaN,0.33,0.18,NaN,0.05,NaN,NaN,NaN,3.96,0.44,NaN
5gSQ3YsCMGGbTjKAc,McIntosh Apple,Concentrate,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5gcbPJe2X5FKchB5d,Gorilla Glue #4,Concentrate,2015-06-25,2015-06-23,25,NaN,NaN,0.0,0.0,NaN,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.06,0.23,0.05,0.0,0.56,0.02,0.0,0.01,0.1,0.0,0.0,NaN,49.2,NaN,NaN,0.11,0.14,NaN,0.05,NaN,NaN,NaN,0.28,0.24,NaN
5ob48JLqwkPzDrcdF,GSC,Concentrate,NaN,NaN,11,0.0,0.0,NaN,NaN,NaN,1.84,1.73,2.57,0.0,0.0,0.0,0.0,6.93,0.0,1.89,1.84,9.39,3.57,0.0,17.42,9.6,1.73,4.72,21.3,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5pYjofbfAwNdYWExG,Super Silver - Live Resin,Concentrate,2017-01-24,2017-01-21,2,NaN,NaN,0.0,0.0,NaN,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.11,0.0,1.03,0.0,0.05,1.39,0.03,0.27,1.45,0.53,0.1,0.45,0.0,0.0,NaN,52.4,NaN,NaN,0.55,0.28,NaN,10.37,NaN,NaN,NaN,1.47,0.63,NaN
5qZzPCKwKmR5Bi4iW,Super Lemon Haze-LRB,Concentrate,2018-01-18,2018-01-18,NaN,0.0,0.0,NaN,NaN,NaN,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.15,0.0,1.57,0.0,0.22,0.19,0.14,0.45,0.37,0.65,0.12,0.31,0.1,0.0,NaN,1.15,0.0,84.58,0.0,0.0,1.11,0.0,NaN,NaN,9.11,0.89,0.0,NaN
5sJG6nCZc7hNLLa3G,Hustler #2,Concentrate,2017-06-02,2017-06-02,10,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.04,0.11,0.01,0.0,0.32,0.02,0.0,0.0,0.11,0.0,0.0,NaN,4.34,0.01,79.43,0.01,0.01,0.47,0.01,NaN,NaN,0.45,0.12,2.27,NaN
5sZSXW4iHL5nwbBsi,T2 - Strawberry,Concentrate,2016-10-28,2016-10-28,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,56.6,NaN,NaN,0.0,0.76,NaN,1.08,NaN,NaN,NaN,1.03,0.69,NaN
5uigHmbkAW5nTSRW4,Con 3,Concentrate,2015-11-11,2015-11-09,24,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,NaN,88.5,NaN,NaN,0.56,0.58,NaN,0.24,NaN,NaN,NaN,0.76,0.96,NaN
5vQc4J76mG4jvojzD,Strawberry Banana-011618-LRB,Concentrate,2018-01-26,2018-01-26,NaN,0.0,0.0,NaN,NaN,NaN,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.35,0.08,0.19,0.16,0.07,0.32,0.82,0.18,0.08,0.89,0.06,0.0,NaN,2.79,0.01,87.03,0.01,0.01,0.86,0.01,NaN,NaN,3.0,0.63,0.0,NaN
5z6ehdZ6kGYisNoA9,Money,Concentrate,2017-05-16,2017-05-12,12,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.13,0.0,0.1,0.04,0.28,0.07,0.0,0.8,0.06,0.11,0.0,0.43,0.0,0.0,71.9,5.3,NaN,NaN,0.0,0.0,0.0,0.0,NaN,NaN,5.1,0.72,0.18,NaN
62LWNcakjgsXbhabS,Gorilla Glue #4,Concentrate,2017-11-17,2017-11-17,26,0.0,0.0,NaN,NaN,NaN,0.0,0.06,0.0,0.03,0.0,0.17,0.0,0.18,0.0,0.04,0.16,0.57,0.17,0.02,1.06,0.25,0.02,0.06,0.49,0.0,0.0,NaN,6.53,0.01,73.38,0.01,0.01,6.33,0.63,NaN,NaN,2.92,0.01,0.46,NaN
62MSmKzPGq3Eg6Hmq,Sour Diesel x Girl Scout Cookie,Concentrate,2016-07-19,2016-07-15,2,NaN,NaN,0.0,0.0,NaN,0.0,0.06,0.0,0.0,0.0,0.07,0.0,0.09,0.0,0.04,0.05,0.16,0.57,0.0,0.36,0.62,0.03,0.08,0.47,0.0,0.0,NaN,66.8,NaN,NaN,0.33,0.35,NaN,0.55,NaN,NaN,NaN,2.69,0.76,NaN
62doTig2mMpE5dbRx,Platinum GSC Batter,Concentrate,2017-01-23,2017-01-21,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.04,0.45,0.05,0.0,0.79,0.11,0.0,0.0,0.49,0.0,0.0,NaN,63.6,NaN,NaN,0.25,0.27,NaN,0.4,NaN,NaN,NaN,4.43,0.83,NaN
67dphWGEQ64mTWjQi,Strawberry Banana-LRB,Concentrate,2017-06-12,2017-06-12,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.49,0.05,0.19,0.03,0.0,0.55,0.48,0.09,0.0,0.36,0.0,0.0,NaN,1.55,0.01,86.85,0.01,0.0,0.49,0.01,NaN,NaN,4.17,0.94,0.01,NaN
